Index,Load_AESO_2032.dat,Load_AVA_2032.dat,Load_AZPS_2032.dat,Load_BANC_2032.dat,Load_BCHA_2032.dat,Load_BPAT_2032.dat,Load_CFE_2032.dat,Load_CHPD_2032.dat,Load_CIPB_2032.dat,Load_CIPV_2032.dat,Load_CISC_2032.dat,Load_CISD_2032.dat,Load_DOPD_2032.dat,Load_EPE_2032.dat,Load_GCPD_2032.dat,Load_IID_2032.dat,Load_IPFE_2032.dat,Load_IPMV_2032.dat,Load_IPTV_2032.dat,Load_LDWP_2032.dat,Load_NEVP_2032.dat,Load_NWMT_2032.dat,Load_PACW_2032.dat,Load_PAID_2032.dat,Load_PAUT_2032.dat,Load_PAWY_2032.dat,Load_PGE_2032.dat,Load_PNM_2032.dat,Load_PSCO_2032.dat,Load_PSEI_2032.dat,Load_SCL_2032.dat,Load_SPPC_2032.dat,Load_SRP_2032.dat,Load_TEPC_2032.dat,Load_TH_Malin_2032.dat,Load_TH_Mead_2032.dat,Load_TH_PV_2032.dat,Load_TIDC_2032.dat,Load_TPWR_2032.dat,Load_VEA_2032.dat,Load_WACM_2032.dat,Load_WALC_2032.dat,Load_WAUW_2032.dat
54,10234.0,2137.48,5178.43,2391.2,7690.0,9807.38,1673.0,404.63,6480.288814159613,8856.82759770913,15324.129861138965,2947.947015659784,404.16,1267.17,1111.35,419.27,351.05146895360804,837.6437187628829,1748.834812283509,3869.5,3203.6484905660377,1803.49,3392.88,895.910329296033,4932.469457880357,1264.1002128236094,3750.97,2080.63,6862.63,4504.98,1539.24,1385.3615094339623,5042.7,2453.03,0.0,0.0,0.0,361.0,759.49,103.33671133250304,3612.18,992.95,129.26
55,10343.0,2092.36,5009.47,2287.88,7839.0,9499.29,1692.0,397.45,6223.8051219650115,8506.282751864004,14717.615318474374,2831.2700655031213,398.55,1202.45,1116.29,404.2,340.05336282778103,811.4011437295221,1694.0454934426966,3684.45,3094.1564150943395,1734.21,3273.84,870.8576121069422,4794.540740762874,1228.7516471301838,3561.26,1981.24,6545.84,4297.35,1464.14,1338.0135849056603,4890.46,2404.02,0.0,0.0,0.0,348.57,732.9,99.2467421934894,3534.68,1001.1,126.69
56,10622.0,2048.02,4877.95,2179.18,8241.0,9142.46,1714.0,395.52,5896.226213220209,8058.569694220807,13942.979822845384,2682.251203208392,391.93,1141.78,1123.36,389.3,325.45574614550605,776.5697785189928,1621.324475335501,3510.54,2983.6590566037735,1673.3,3154.74,844.8638232541662,4651.430916689684,1192.0752600561502,3309.79,1894.95,6261.48,4082.28,1407.6,1290.2309433962264,4786.99,2352.6,0.0,0.0,0.0,333.42,697.9,94.02306650520637,3480.27,1013.48,124.1
57,10838.0,1984.2,4855.83,2084.07,8797.0,8736.3,1757.0,379.46,5605.867243859539,7661.726373371154,13256.359414337187,2550.1640568258827,389.77,1090.56,1123.92,363.92,312.22168907309407,744.9920021504786,1555.3963087764273,3361.83,2893.4558490566037,1627.31,3027.3,826.2217620291068,4548.796317424831,1165.7719205460623,3037.05,1818.31,6081.94,3815.67,1315.08,1251.2241509433964,4769.6,2315.82,0.0,0.0,0.0,323.35,652.35,89.3929116062356,3418.24,1024.01,122.13
58,10913.0,1910.8,4846.65,2000.14,9240.0,8320.45,1811.0,373.38,5350.781005361795,7313.0914742620125,12653.14947159703,2434.122822078412,392.21,1057.72,1120.95,347.44,307.6709134426313,734.1333988986001,1532.7256876587687,3226.02,2806.89679245283,1603.75,2913.88,815.4000694884453,4489.217064687197,1150.5028658243573,2804.56,1788.24,5977.69,3572.21,1230.14,1213.7932075471697,4765.87,2328.19,0.0,0.0,0.0,315.03,611.71,85.32522670075136,3383.02,1035.57,120.49
59,10946.0,1855.08,5026.06,1925.81,9619.0,8073.48,1838.0,365.8,5131.1116642018915,7012.862034039459,12133.690909335135,2334.193081711081,396.58,1040.79,1109.84,338.24,310.8437887837233,741.7041950209051,1548.5320161953714,3089.48,2777.2339622641507,1603.52,2838.83,816.3285093177188,4494.328626583096,1151.8128640991854,2679.54,1791.64,5982.4,3382.3,1163.4,1200.9660377358489,4912.46,2379.25,0.0,0.0,0.0,314.36,582.32,81.82231071243274,3381.97,1050.72,119.08
60,11013.0,1831.6,5266.94,1918.23,9843.0,8031.36,1894.0,365.34,5028.13259005914,6872.117087014697,11890.173259057687,2287.346889666182,399.95,1038.35,1103.69,334.96,315.6299905694386,753.1245484935347,1572.3754609370267,3023.28,2779.558679245283,1623.34,2826.6,824.1829839550286,4537.571744771797,1162.895271273174,2612.3,1815.11,6032.73,3303.75,1122.22,1201.971320754717,5169.11,2460.6,0.0,0.0,0.0,316.38,580.4,80.18017420229357,3397.59,1063.84,118.05
61,11029.0,1836.83,5447.75,1921.42,9844.0,8167.12,1913.0,369.64,5006.330774612421,6842.31981620375,11838.617863812939,2277.429029733506,403.14,1045.19,1093.39,342.03,320.48192046956433,764.7017357841404,1596.5463437462952,3009.47,2795.7339622641507,1652.08,2850.15,833.7932835755904,4590.4816262738295,1176.4550901505795,2628.23,1849.27,6111.3,3390.94,1126.6,1208.9660377358489,5318.45,2534.58,0.0,0.0,0.0,318.83,592.28,79.83251563738217,3426.31,1072.7,118.86
62,10997.0,1863.67,5696.57,1936.95,9820.0,8322.41,1918.0,364.95,5046.835787404985,6897.679372765932,11934.40126079736,2295.8551577974586,407.73,1062.06,1089.13,354.84,327.53155950425446,781.522875643077,1631.6655648526682,2999.25,2829.6273584905657,1680.48,2910.07,844.6478188857229,4650.241696166964,1191.7704849473125,2757.84,1865.43,6206.62,3473.13,1148.42,1223.6226415094338,5442.16,2594.02,0.0,0.0,0.0,322.66,599.66,80.47842123426219,3451.32,1083.23,120.81
63,10944.0,1893.5,5916.79,1978.64,9627.0,8556.52,1889.0,381.14,5088.436465406916,6954.53641163831,12032.77560957948,2314.779714724188,418.36,1082.21,1086.62,363.92,335.9686592813205,801.654634823293,1673.6967058953865,3022.32,2861.1471698113205,1705.45,2976.83,853.5595780633075,4699.305735861607,1204.3446860750853,2889.31,1901.79,6274.99,3606.55,1193.72,1237.2528301886791,5546.73,2641.54,0.0,0.0,0.0,326.06,613.69,81.14179865110334,3471.28,1094.17,121.53
64,10979.0,1918.64,6004.81,2024.27,9635.0,8794.93,1860.0,389.48,5131.599907996942,7013.529333174179,12134.845473820425,2334.4151886078275,430.89,1118.75,1080.86,370.03,343.20233703636023,818.914909372563,1709.7327535910765,3050.11,2876.8616981132072,1726.43,3039.49,854.8518147236432,4706.420195479979,1206.1679897963768,3005.01,1951.46,6550.44,3755.65,1255.2,1244.0483018867924,5643.59,2706.24,0.0,0.0,0.0,330.26,639.53,81.83009640062596,3526.71,1098.57,122.1
65,11176.0,1950.37,5853.59,2084.62,9718.0,9076.45,1858.0,392.5,5293.798725596097,7235.211885484045,12518.401795998785,2408.201023467563,437.03,1167.78,1087.03,359.41,355.6237556033325,848.5536494460989,1771.6125949505683,3086.34,2837.271698113207,1782.85,3145.43,862.2780701743902,4747.305736141185,1216.6461936844244,3112.23,1975.18,6736.19,3902.16,1313.06,1226.9283018867923,5504.03,2693.44,0.0,0.0,0.0,331.04,667.34,84.41656945350806,3615.26,1054.85,124.85
66,11560.0,2039.36,5375.03,2105.57,10284.0,9563.46,1865.0,393.4,5257.028585613705,7184.956904586266,12431.450362773892,2391.473925720062,442.13,1205.86,1097.53,349.95,357.2191561985709,852.3604339369755,1779.5604098644533,3075.15,2776.8709433962263,1791.88,3333.41,868.7531484939223,4782.9545337988375,1225.7823177072398,3376.81,1954.98,6642.32,4120.14,1386.01,1200.8090566037736,5248.85,2577.27,0.0,0.0,0.0,327.31,697.8,83.83022130607462,3660.21,995.43,124.44
67,11483.0,2066.56,5005.1,2092.8,10580.0,9713.36,1955.0,382.86,5203.535134540989,7111.845614743395,12304.95282316306,2367.1392295406904,420.65,1215.94,1094.37,342.7,350.16473693737817,835.5278879821859,1744.4173750804357,3099.27,2748.318113207547,1771.04,3369.75,872.3734322363683,4802.88614793985,1230.8904198237808,3480.06,1926.85,6522.16,4236.4,1442.81,1188.4618867924528,5145.14,2496.82,0.0,0.0,0.0,318.25,713.91,82.97719801186554,3671.12,958.75,122.44
68,11347.0,2063.74,4716.71,2060.88,10394.0,9577.6,1957.0,377.98,5149.366984365663,7037.812191056878,12176.85980270838,2342.4976061142397,399.29,1216.44,1059.78,342.48,340.7034736321329,812.9523727655047,1697.2841536023623,3109.42,2728.90358490566,1744.32,3333.64,872.9620757199623,4806.12694772691,1231.720976553128,3517.91,1894.53,6429.0,4266.45,1458.44,1180.0664150943396,4988.05,2450.37,0.0,0.0,0.0,312.63,713.22,82.11341575483827,3678.7,944.2,120.41
69,11196.0,2053.85,4505.31,2028.56,10066.0,9347.03,1950.0,373.47,5109.3809708827985,6983.161968220578,12082.303698680766,2324.3075759326557,384.99,1205.54,1034.51,347.71,334.9600314892746,799.2479485983494,1668.6720199123758,3100.0,2717.252075471698,1717.14,3275.75,869.8938031413155,4789.234452699513,1227.3917441591718,3526.57,1875.31,6431.13,4245.67,1463.93,1175.0279245283018,4869.21,2427.75,0.0,0.0,0.0,311.31,715.2,81.47578628320304,3693.03,937.73,119.89
70,11040.0,2036.37,4390.23,2056.16,9742.0,9183.66,1928.0,369.85,5093.530347520636,6961.498390799747,12044.821262674048,2317.096971717804,375.96,1180.68,1026.42,359.76,334.34457732706653,797.7794137572996,1665.6060089156338,3070.49,2698.828867924528,1693.4,3211.15,861.4418427363235,4742.701853181886,1215.46630408179,3511.82,1863.96,6491.41,4197.93,1460.38,1167.0611320754715,4693.45,2433.08,0.0,0.0,0.0,317.04,711.89,81.22302728776488,3692.16,929.66,118.59
71,10846.0,2013.04,4338.99,2039.07,9355.0,9073.54,1876.0,369.5,5104.423566365333,6976.386517557429,12070.580778178542,2322.052403937737,375.85,1145.7,1028.16,370.19,333.54388938788327,795.8688927019533,1661.6172179101634,3052.85,2674.157547169811,1673.39,3155.06,854.7810764509368,4706.030743145054,1206.0681804040091,3483.02,1851.92,6507.53,4138.88,1454.92,1156.3924528301886,4508.89,2440.38,0.0,0.0,0.0,320.7,707.97,81.3967339609577,3658.06,921.33,117.21
72,10577.0,1981.44,4272.45,2010.56,8825.0,8886.2,1816.0,369.75,5087.390777908854,6953.107235538755,12030.302841547993,2314.304021213046,388.4,1134.39,1016.68,378.74,333.0144793027217,794.6056675862542,1658.9798531110239,3036.91,2652.439245283019,1670.79,3121.83,853.3663109968057,4698.241696446543,1204.0719925566518,3471.6,1860.11,6571.84,4090.47,1444.77,1147.0007547169812,4471.3,2448.63,0.0,0.0,0.0,320.92,700.45,81.12512379135093,3596.23,923.47,116.97
73,10382.0,2092.38,4846.69,2271.58,8358.0,9295.19,1749.0,378.48,5750.693040121412,7859.664635997601,13598.83324116887,2616.0467336824863,410.12,1315.47,1076.18,331.22,360.85690856703957,861.0404728809666,1797.6826185519935,3702.66,2770.3784905660377,1829.07,3441.49,940.7369200734879,5179.264011621503,1327.3490683050086,3641.45,2152.26,7815.38,4343.96,1558.42,1198.0015094339622,4693.88,2432.45,0.0,0.0,0.0,343.82,741.69,91.70234902962827,3868.67,966.86,127.46
74,10225.0,2159.45,5340.74,2438.69,7936.0,9635.51,1680.0,388.07,6325.64816428542,8645.475046177668,14958.44656083526,2877.5994655166137,435.15,1395.97,1101.09,405.83,364.9858292086491,870.8924881738343,1818.2516826175165,4055.53,3034.89358490566,1867.49,3496.62,948.8541368665649,5223.953667054214,1338.8021960792207,3737.24,2279.86,7964.87,4503.72,1611.97,1312.3864150943396,5337.3,2649.88,0.0,0.0,0.0,376.22,764.53,100.87076318503725,3896.27,1035.68,127.46
75,10154.0,2186.58,5575.05,2548.15,7664.0,9867.95,1637.0,380.27,6571.044493449103,8980.866421908395,15538.742489518922,2989.2326653566065,440.73,1480.07,1117.11,436.97,368.5124413109326,879.3073353892474,1835.8202232998196,4122.69,3135.2264150943392,1892.2,3547.09,951.0899715574685,5236.263142640255,1341.9568858022767,3803.94,2411.17,8104.58,4581.1,1611.52,1355.7735849056603,5542.6,2674.98,0.0,0.0,0.0,376.34,769.85,104.78392976697023,3928.49,1062.25,127.2
76,10128.0,2190.88,5805.65,2599.13,7499.0,10032.06,1603.0,374.65,6690.812234150808,9144.557001384472,15821.960794184275,3043.7161866778224,440.79,1523.17,1120.79,454.9,370.57152387692196,884.2205111778468,1846.0779649452309,4147.12,3227.126037735849,1886.64,3591.33,954.2062451068804,5253.419908894923,1346.3538459981964,3865.18,2461.57,8017.03,4640.15,1614.54,1395.513962264151,5766.56,2691.44,0.0,0.0,0.0,378.36,773.92,106.69378360261955,3884.83,1066.15,126.47
77,10151.0,2172.74,5723.13,2608.38,7477.0,9879.08,1585.0,370.67,6864.698147316534,9382.212698336425,16233.153935538096,3122.818596073854,433.7,1492.01,1123.35,468.02,364.7002106751195,870.2109739466285,1816.8288153782514,4170.26,3226.3930188679246,1833.48,3558.16,952.6575822079834,5244.893684562445,1344.1687332295714,3875.02,2401.51,7688.16,4581.73,1599.13,1395.1969811320755,5877.0,2619.71,0.0,0.0,0.0,379.26,763.65,109.46662273508737,3794.85,1067.14,123.09
78,10170.0,2081.24,5527.46,2486.28,7505.0,9603.37,1593.0,372.17,6670.6058610265,9116.940274990127,15774.178188399339,3034.5241091242797,427.54,1439.52,1124.17,444.15,346.93330382162935,827.817367185684,1728.3193289926865,3978.65,3144.7416981132073,1752.22,3397.53,921.9142236163386,5075.634918001394,1300.790858382267,3631.01,2300.93,7288.81,4383.3,1537.14,1359.8883018867925,5686.46,2540.09,0.0,0.0,0.0,369.21,736.33,106.37156645975688,3700.71,1066.31,119.55
79,10281.0,1977.82,5348.37,2377.98,7797.0,9170.89,1581.0,370.88,6292.261130914403,8599.843870307863,14879.495259476946,2862.411376187514,421.13,1364.07,1111.99,412.84,329.1078391934825,785.2840357505423,1639.518125055975,3740.83,3008.183773584906,1675.32,3240.87,889.1409292347041,4895.200260329176,1254.5488104361204,3339.2,2201.56,6888.92,4192.31,1467.45,1300.8362264150944,5528.05,2464.1,0.0,0.0,0.0,353.73,707.16,100.33836311327335,3606.1,1064.33,116.81
80,10457.0,1884.45,5208.37,2276.0,8219.0,8732.52,1583.0,366.69,5910.229583483774,8077.7085690098875,13976.09400503177,2688.6214738493322,415.99,1285.76,1100.12,387.8,312.1416202791757,744.800950044944,1554.9974296758803,3516.29,2877.929811320754,1603.02,3094.69,855.339403531942,4709.104634788574,1206.855961679484,3101.45,2115.4,6475.44,3996.28,1396.48,1244.5101886792452,5421.06,2410.1,0.0,0.0,0.0,340.81,675.29,94.24636862523631,3511.77,1056.21,114.31
81,10652.0,1793.87,5161.47,2168.69,8689.0,8357.73,1590.0,369.06,5563.628388928645,7603.997116732136,13156.475949771144,2530.9491869475,410.16,1222.65,1087.23,367.61,297.32650329103296,709.4506074731115,1481.192889235855,3320.1,2753.1560377358487,1543.23,2948.65,832.1890406052811,4581.649403678196,1174.1915557165228,2886.21,2054.56,6161.85,3813.28,1338.62,1190.5539622641509,5341.9,2401.33,0.0,0.0,0.0,328.98,650.23,88.71935762057495,3438.62,1055.89,112.06
82,10750.0,1711.47,5260.56,2081.37,9145.0,8087.3,1637.0,375.2,5272.069954496669,7205.514446827111,12467.019130873887,2398.316392125739,405.31,1211.48,1082.77,355.04,290.19201523592193,692.4270094127875,1445.6509753512905,3121.89,2677.710943396226,1507.91,2779.71,823.648657359406,4534.629988741913,1162.1413538986812,2671.32,2030.79,5932.6,3624.8,1281.74,1157.9290566037735,5363.99,2424.57,0.0,0.0,0.0,320.25,622.04,84.07007567659407,3409.94,1057.65,110.68
83,10824.0,1667.39,5409.57,2021.5,9555.0,8052.7,1671.0,386.22,5070.398356065353,6929.883123920984,11990.120361036306,2306.5740016569844,411.07,1234.39,1082.86,358.38,292.40645516324537,697.7108833166034,1456.6826615201512,3066.61,2680.6918867924524,1503.92,2801.28,830.6997473281199,4573.450041126816,1172.0902115450635,2604.74,2048.15,5894.3,3544.08,1226.94,1159.218113207547,5509.38,2489.45,0.0,0.0,0.0,314.34,622.05,80.85415732037433,3406.36,1062.51,109.76
84,10896.0,1664.99,5627.16,1994.46,9788.0,8247.82,1713.0,408.04,4999.364650544451,6832.798981305243,11822.144865014936,2274.2600714901614,418.02,1270.47,1088.09,364.98,297.62407239081904,710.1606369399493,1482.6752906692316,3060.28,2685.404150943396,1536.56,2923.68,842.1985061932585,4636.756909070166,1188.3145847365754,2649.64,2092.38,5995.12,3621.49,1247.79,1161.2558490566037,5693.99,2552.3,0.0,0.0,0.0,313.6,651.67,79.72143164520806,3433.59,1064.07,110.43
85,10918.0,1743.36,5833.59,2050.23,10001.0,8544.06,1734.0,430.18,5001.946191555291,6836.32725980102,11828.249511092674,2275.434439845794,428.79,1308.6,1105.96,372.67,303.9315812609825,725.2109804177367,1514.0974383212804,3101.88,2696.888113207547,1586.58,3052.28,859.0518996655949,4729.543927866186,1212.0941724682186,2809.07,2138.52,6148.21,3853.99,1325.73,1166.2218867924528,5890.63,2603.04,0.0,0.0,0.0,316.29,689.43,79.76259770522181,3465.46,1066.0,113.07
86,10986.0,1833.26,6032.51,2097.62,10074.0,9019.77,1744.0,453.06,5044.461846118026,6894.434827760509,11928.787531902346,2294.7752285947736,442.69,1338.51,1128.0,381.52,310.6011922887171,741.1253356563749,1547.323472054908,3163.31,2745.595471698113,1639.81,3190.92,876.3082486556705,4824.549434070086,1236.4423172742434,3044.59,2186.32,6306.16,4120.95,1416.79,1187.2845283018867,6052.16,2650.84,0.0,0.0,0.0,320.48,726.61,80.44056562434633,3501.87,1068.32,115.56
87,11003.0,1920.02,6243.07,2161.18,10014.0,9541.23,1735.0,472.91,5120.75666686355,6998.709512627136,12109.204142082142,2329.482491739531,461.92,1366.77,1150.33,388.24,319.0347068959061,761.248540264701,1589.3367528393926,3237.35,2790.0443396226415,1693.32,3346.47,887.8752194266332,4888.2318453364,1252.762935236967,3314.61,2229.47,6463.88,4367.78,1501.84,1206.5056603773585,6240.39,2699.91,0.0,0.0,0.0,325.07,758.2,81.6571866876419,3542.33,1071.52,118.01
88,11079.0,2006.44,6433.13,2219.81,9970.0,10051.19,1733.0,488.16,5215.3433299464905,7127.984270588189,12332.876010695107,2372.5108935828725,476.74,1458.31,1174.47,394.65,329.03733085256937,785.1157958367133,1639.1668733107172,3282.27,2831.0445283018867,1747.21,3502.6,902.7858367664218,4970.3228339339275,1273.80132929965,3575.8,2316.11,7120.1,4596.56,1581.37,1224.2354716981133,6317.51,2716.19,0.0,0.0,0.0,329.78,792.02,83.1654951873417,3663.66,1070.35,120.26
89,11341.0,2130.21,6136.4,2306.79,10124.0,10554.26,1737.0,498.39,5926.105195701589,8099.406299536039,14013.635532921593,2695.8434457400012,487.29,1465.37,1188.33,398.93,349.01270235025464,832.7790188816579,1738.678278768087,3641.04,2870.404150943396,1828.73,3683.97,937.1178995144829,5159.339351986471,1322.2427484990455,3844.36,2274.39,7158.14,4780.01,1665.01,1241.2558490566037,6078.65,2595.88,0.0,0.0,0.0,342.37,821.05,94.49952610077884,3721.23,1046.7,125.17
90,11732.0,2193.02,5552.44,2415.46,10669.0,10859.35,1762.0,492.2,6049.76158678671,8268.411627632337,14306.049443704043,2752.0959523057777,480.73,1445.04,1193.72,397.88,354.451405053573,845.7563044381965,1765.7722905082303,3689.61,2857.035283018868,1818.95,3894.86,934.1784716468375,5143.1562165691175,1318.0953117840454,4098.65,2209.2,6979.33,4949.31,1722.06,1235.4747169811321,5595.98,2441.72,0.0,0.0,0.0,354.03,849.09,96.47138957113242,3670.05,1020.98,125.47
91,11588.0,2175.17,5015.95,2481.64,11012.0,10362.94,1863.0,459.94,6076.299751489355,8304.682225482446,14368.805023562001,2764.1684240242157,446.96,1423.66,1174.49,394.8,345.78843957425977,825.085607228935,1722.6159531968046,3739.47,2823.1418867924526,1797.74,3783.12,928.9842613366704,5114.559287976011,1310.7664506873193,4010.68,2148.74,6840.24,4844.46,1707.51,1220.8181132075472,5208.94,2314.94,0.0,0.0,0.0,361.12,822.98,96.89457544198119,3629.96,1003.4,124.65
92,11495.0,2144.69,4656.43,2501.73,10710.0,9937.35,1885.0,426.79,6050.19408621146,8269.002739070573,14307.072187834714,2752.2927005410847,418.34,1398.55,1137.31,397.11,340.28042358665397,811.9429332825308,1695.1766431308151,3755.94,2795.789811320755,1781.64,3679.03,923.0801419325555,5082.053927021685,1302.4359310457587,3941.48,2089.12,6735.07,4700.4,1689.72,1208.9901886792452,4972.05,2257.2,0.0,0.0,0.0,365.67,801.35,96.47828634216972,3581.25,996.96,124.03
93,11360.0,2123.48,4449.77,2517.79,10386.0,9663.73,1877.0,415.54,6020.618814437238,8228.58122534308,14237.134671414711,2738.838618992491,401.26,1378.44,1103.33,397.55,335.6220928598829,800.827692873964,1671.9702142661529,3753.46,2767.257924528302,1771.22,3594.01,920.9908365208298,5070.5511741294185,1299.4879893497507,3886.91,2037.79,6744.42,4603.41,1681.74,1196.652075471698,4823.45,2244.47,0.0,0.0,0.0,372.13,793.18,96.00666981248123,3536.29,996.93,125.11
94,11182.0,2121.81,4370.85,2527.65,10014.0,9509.07,1855.0,412.54,6021.476124408075,8229.752939571757,14239.161977558173,2739.2286177166993,396.92,1371.16,1094.25,401.98,330.8609872633063,789.4672214045617,1648.2517913321317,3772.02,2750.2030188679246,1767.69,3553.68,920.0005007029381,5065.098841440461,1298.0906578566007,3843.1,2006.08,6797.07,4523.59,1662.71,1189.2769811320754,4719.66,2268.33,0.0,0.0,0.0,377.8,786.08,96.02034074529294,3502.35,1006.12,126.65
95,10855.0,2136.32,4356.56,2512.93,9397.0,9440.74,1799.0,412.96,6055.020779791667,8275.599542721277,14318.486012333,2754.488410847111,409.5,1366.0,1114.0,415.03,328.6955446576344,784.3002599832372,1637.4641953591283,3839.3,2782.7909433962263,1777.6,3513.87,921.8460117105145,5075.2593746784305,1300.6946136110553,3795.25,1991.49,6824.93,4463.71,1654.88,1203.3690566037735,4729.05,2320.51,0.0,0.0,0.0,380.08,781.52,96.555254306946,3477.73,1025.6,128.86
96,10536.0,2177.58,4396.07,2491.29,8685.0,9562.32,1717.0,429.24,6050.021086441559,8268.766294495277,14306.663090182445,2752.2140012469617,422.99,1364.43,1115.54,423.25,330.3662338202885,788.2866904837955,1645.7870756959157,3889.73,2793.9258490566035,1794.69,3523.53,926.7345316279138,5102.17331282418,1307.5921555479056,3794.22,2022.61,6890.77,4479.47,1675.78,1208.1841509433962,4835.55,2397.81,0.0,0.0,0.0,378.84,788.36,96.4755276337548,3465.1,1042.15,128.46
